Team,#,Pos.,Player,Alias,HAS_PLAYED,Club,League,CountryCode
IR Iran,20,FW,AZMOUN Sardar,AZMOUN,TRUE,FC Rubin Kazan,Premjer-Liga,RUS
IR Iran,21,FW,DEJAGAH Ashkan,DEJAGAH,FALSE,Nottingham Forest FC,Championship,ENG
IR Iran,22,GK,ABEDZADEH Amir,ABEDZADEH,FALSE,CS Maritimo,Primeira Liga,POR
IR Iran,23,DF,REZAEIAN Ramin,REZAEIAN,TRUE,KV Oostende,First Division A,BEL
Japan,1,GK,KAWASHIMA Eiji,KAWASHIMA,TRUE,FC Metz,Ligue 1,FRA
Japan,2,DF,UEDA Naomichi,UEDA,FALSE,Kashima Antlers,J1 League,JPN
Japan,3,DF,SHOJI Gen,SHOJI,TRUE,Kashima Antlers,J1 League,JPN
Japan,4,MF,HONDA Keisuke,HONDA,TRUE,CF Pachuca,Primera Division,MEX
Japan,5,DF,NAGATOMO Yuto,NAGATOMO,TRUE,Galatasaray SK,Süper Lig,TUR
Japan,6,DF,ENDO Wataru,ENDO,FALSE,Urawa Reds,J1 League,JPN
Japan,7,MF,SHIBASAKI Gaku,SHIBASAKI,TRUE,Getafe CF,Primera Division,ESP
Japan,8,MF,HARAGUCHI Genki,HARAGUCHI,TRUE,Fortuna Dusseldorf,2. Bundesliga,GER
Japan,9,FW,OKAZAKI Shinji,OKAZAKI,TRUE,Leicester City FC,Premier League,ENG
Spain,10,MF,THIAGO,THIAGO,TRUE,FC Bayern Munchen,Bundesliga,GER
Japan,11,MF,USAMI Takashi,USAMI,TRUE,Fortuna Dusseldorf,2. Bundesliga,GER
Japan,12,GK,HIGASHIGUCHI Masaaki,HIGASHIGUCHI,FALSE,Gamba Osaka,J1 League,JPN
Croatia,20,FW,PJACA Marko,PJACA,TRUE,FC Schalke 04,Bundesliga,GER
Japan,14,MF,INUI Takashi,INUI,TRUE,SD Eibar,Primera Division,ESP
Germany,14,MF,GORETZKA Leon,GORETZKA,TRUE,FC Schalke 04,Bundesliga,GER
Japan,16,MF,YAMAGUCHI Hotaru,YAMAGUCHI,TRUE,Cerezo Osaka,J1 League,JPN
Morocco,18,MF,HARIT Amine,HARIT,TRUE,FC Schalke 04,Bundesliga,GER
Japan,18,MF,OSHIMA Ryota,OSHIMA,FALSE,Kawasaki Frontale,J1 League,JPN
Japan,19,DF,SAKAI Hiroki,H. SAKAI,TRUE,Olympique Marseille,Ligue 1,FRA
Japan,20,DF,MAKINO Tomoaki,MAKINO,TRUE,Urawa Reds,J1 League,JPN
Switzerland,7,FW,EMBOLO Breel,EMBOLO,TRUE,FC Schalke 04,Bundesliga,GER
Japan,22,DF,YOSHIDA Maya,YOSHIDA,TRUE,Southampton FC,Premier League,ENG
Japan,23,GK,NAKAMURA Kosuke,NAKAMURA,FALSE,Kashiwa Reysol,J1 League,JPN
Korea Republic,1,GK,KIM Seunggyu,S G KIM,FALSE,Vissel Kobe,J1 League,JPN
Korea Republic,2,DF,LEE Yong,Y. LEE,TRUE,Jeonbuk Hyundai,K League,KOR
Korea Republic,3,DF,JUNG Seunghyun,S JUNG,FALSE,Sagan Tosu FC,J1 League,JPN
Korea Republic,4,DF,OH Bansuk,B S OH,FALSE,Jeju United,K League,KOR
Korea Republic,5,DF,YUN Youngsun,YS YUN,TRUE,Seongnam FC,K League Challenge,KOR
Korea Republic,6,DF,PARK Jooho,J.-H. PARK,TRUE,Ulsan Hyundai FC,K League,KOR
Korea Republic,7,FW,SON Heungmin,SON,TRUE,Tottenham Hotspur FC,Premier League,ENG
Korea Republic,8,MF,JU Sejong,S J JU,TRUE,Asan Mugunghwa FC,K League Challenge,KOR
Korea Republic,9,FW,KIM Shinwook,S W KIM,TRUE,Jeonbuk Hyundai,K League,KOR
Korea Republic,10,MF,LEE Seungwoo,S W LEE,TRUE,Hellas Verona FC,Serie A,ITA
Korea Republic,11,FW,HWANG Heechan,H C HWANG,TRUE,FC Red Bull Salzburg,Bundesliga,AUT
Korea Republic,12,DF,KIM Minwoo,MW KIM,TRUE,Sangju Sangmu FC,K League,KOR
Japan,13,FW,MUTO Yoshinori,MUTO,TRUE,FSV Mainz 05,Bundesliga,GER
Korea Republic,14,DF,HONG Chul,HONG,TRUE,Sangju Sangmu FC,K League,KOR
Korea Republic,15,MF,JUNG Wooyoung,W Y JUNG,TRUE,Vissel Kobe,J1 League,JPN
Korea Republic,16,MF,Kl Sungyueng,S Y Kl,TRUE,Swansea City AFC,Premier League,WAL
Korea Republic,17,MF,LEE Jaesung,J S LEE,TRUE,Jeonbuk Hyundai,K League,KOR
Korea Republic,18,MF,MOON Seonmin,MOON,TRUE,Incheon United FC,K League,KOR
Korea Republic,19,DF,KIM Younggwon,YG KIM,TRUE,Guangzhou Evergrande FC,Super League,CHN
Korea Republic,20,DF,JANG Hyunsoo,H S JANG,TRUE,FC Tokyo,J1 League,JPN
Korea Republic,21,GK,KIM Jinhyeon,J H KIM,FALSE,Cerezo Osaka,J1 League,JPN
Korea Republic,22,DF,GO Yohan,Y H GO,TRUE,FC Seoul,K League,KOR
Korea Republic,23,GK,JO Hyeonwoo,H W JO,TRUE,Daegu FC,K League,KOR
Mexico,1,GK,CORONA Jose,J. CORONA,TRUE,Cruz Azul,Primera Division,MEX
Mexico,2,DF,AYALA Hugo,AYALA,TRUE,Tigres UANL,Primera Division,MEX
Nigeria,6,DF,BALOGUN Leon,BALOGUN,TRUE,FSV Mainz 05,Bundesliga,GER
Mexico,4,DF,MARQUEZ Rafael,R. MARQUEZ,TRUE,CF Atlas,Primera Division,MEX
Mexico,5,DF,Érick Gutiérrez,Gutierrez,FALSE,Pachua,Primera Division,MEX
Mexico,6,MF,DOS SANTOS Jonathan,J. DOS SANTOS,FALSE,LA Galaxy,Major League Soccer,USA
Mexico,7,MF,LAYUN Miguel,LAYUN,TRUE,Sevilla FC,Primera Division,ESP
Japan,21,DF,SAKAI Gotoku,G. SAKAI,TRUE,Hamburger SV,Bundesliga,GER
Mexico,9,FW,JIMENEZ Raul,Raul Jimenez,TRUE,SL Benfica,Primeira Liga,POR
Mexico,10,MF,DOS SANTOS Giovani,G. DOS SANTOS,TRUE,LA Galaxy,Major League Soccer,USA
Mexico,11,FW,VELA Carlos,VELA,TRUE,Los Angeles FC,Major League Soccer,USA
Mexico,12,GK,TALAVERA Alfredo,A. TALAVERA,FALSE,Deportivo Toluca FC,Primera Division,MEX
Mexico,13,GK,OCHOA Guillermo,OCHOA,TRUE,Standard Liege,First Division A,BEL
Mexico,14,FW,HERNANDEZ Javier,J. HERNANDEZ,FALSE,West Ham United FC,Premier League,ENG
Mexico,15,DF,MORENO Hector,MORENO,TRUE,Real Sociedad,Primera Division,ESP
Mexico,16,DF,HERRERA Hector,HERRERA,TRUE,FC Porto,Primeira Liga,POR
Mexico,17,MF,CORONA Jesus,J. Corona,TRUE,FC Porto,Primeira Liga,POR
Mexico,18,MF,GUARDADO Andres,GUARDADO,TRUE,Real Betis,Primera Division,ESP
Mexico,19,FW,PERALTA Oribe,PERALTA,TRUE,Club America,Primera Division,MEX
Mexico,20,MF,AQUINO Javier,AQUINO,TRUE,Tigres UANL,Primera Division,MEX
Mexico,21,FW,ALVAREZ Edson,Alvarez,TRUE,Club America,Primera Division,MEX
Mexico,22,FW,LOZANO Hirving,LOZANO,TRUE,PSV Eindhoven,Eredivisie,NED
Mexico,23,MF,GALLARDO Jesus,GALLARDO,TRUE,Pumas UNAM,Primera Division,MEX
Morocco,1,GK,BOUNOU Yassine,BOUNOU,FALSE,Girona FC,Primera Division,ESP
Morocco,2,DF,HAKIMI Achraf,HAKIMI,FALSE,Real Madrid CF,Primera Division,ESP
Morocco,3,DF,MENDYL Hamza,MENDYL,FALSE,Lille OSC,Ligue 1,FRA
Morocco,4,DF,DA COSTA Manuel,DA COSTA,TRUE,Istanbul Başakşehir F.K.,Süper Lig,TUR
Morocco,5,DF,BENATIA Mehdi,BENATIA,TRUE,Juventus FC,Serie A,ITA
Morocco,6,DF,SAISS Romain,SAISS,TRUE,Wolverhampton Wanderers FC,Championship,ENG
Morocco,7,MF,ZIYECH Hakim,ZIYECH,TRUE,AFC Ajax,Eredivisie,NED
Morocco,8,MF,EL AHMADI Karim,EL AHMADI,TRUE,Feyenoord Rotterdam,Eredivisie,NED
Morocco,9,FW,EL KAABI Ayoub,EL KAABI,TRUE,RS Berkane,GNEF 1,MAR
Morocco,10,MF,BELHANDAYounes,BELHANDA,TRUE,Galatasaray SK,Süper Lig,TUR
Morocco,11,MF,FAJR Faycal,FAJR,TRUE,Getafe CF,Primera Division,ESP
Morocco,12,GK,EL KAJOUI Monir,EL KAJOUI,TRUE,CD Numancia,Segunda Division,ESP
Morocco,13,FW,BOUTAIB Khalid,BOUTAIB,TRUE,Yeni Malatyaspor,Süper Lig,TUR
Morocco,14,MF,BOUSSOUFA Mbark,BOUSSOUFA,TRUE,Al Jazira,Premier League,UAE
Morocco,15,MF,AIT BENNASSER Youssef,AIT BENNASSER,FALSE,SM Caen,Ligue 1,FRA
Morocco,16,MF,AM RABAT Noureddine,N. AMRABAT,TRUE,CD Leganes,Primera Division,ESP
Morocco,17,DF,DIRAR Nabil,DIRAR,TRUE,Fenerbahce SK,Süper Lig,TUR
Serbia,17,MF,KOSTIC Filip,KOSTIC,TRUE,Hamburger SV,Bundesliga,GER
Morocco,19,FW,EN NESYRI Youssef,EN-NESYRI,TRUE,Malaga CF,Primera Division,ESP
Morocco,20,FW,BOUHADDOUZAziz,BOUHADDOUZ,TRUE,FC St. Pauli,2. Bundesliga,GER
Morocco,21,MF,AM RABAT Sofya n,S. AMRABAT,TRUE,Feyenoord Rotterdam,Eredivisie,NED
Morocco,22,GK,TAGNAOUTI Ahmed,TAGNAOUTI,FALSE,IRT Tanger,GNEF 1,MAR
Morocco,23,MF,CARCELA Mehdi,CARCELA,TRUE,Standard Liege,First Division A,BEL
Nigeria,1,GK,EZENWA Ikechukwu,EZENWA,FALSE,Enyimba FC,NPFL,NGA
Nigeria,2,DF,IDOWU Bryan,IDOWU,TRUE,FC Amkar Perm,Premjer-Liga,RUS
Nigeria,3,DF,ECHIEJILE Elderson,ECHIEJILE,FALSE,Cercle Brugge,First Division B,BEL
Nigeria,4,MF,NDIDI Onyinye,NDIDI,TRUE,Leicester City FC,Premier League,ENG
Nigeria,5,DF,EKONG William,EKONG,TRUE,Bursaspor,Süper Lig,TUR
Sweden,8,MF,EKDAL Albin,EKDAL,TRUE,Hamburger SV,Bundesliga,GER
Nigeria,7,FW,MUSA Ahmed,MUSA,TRUE,CSKA Moscow,Premjer-Liga,RUS
Nigeria,8,MF,ETEBO Oghenekaro,ETEBO,TRUE,UD Las Palmas,Primera Division,ESP
Nigeria,9,FW,IGHALO Odion,IGHALO,TRUE,Changchun Yatai,Super League,CHN
Nigeria,10,MF,MIKELJohn Obi,MIKEL,TRUE,Tianjin Teda,Super League,CHN
Nigeria,11,FW,MOSES Victor,MOSES,TRUE,Chelsea FC,Premier League,ENG
Nigeria,12,DF,SHEHU Abdullahi,SHEHU,TRUE,Bursaspor,Süper Lig,TUR
Nigeria,13,FW,NWANKWO Simeon,NWANKWO,FALSE,FC Crotone,Serie A,ITA
Nigeria,14,FW,IHEANACHO Kelechi,IHEANACHO,TRUE,Leicester City FC,Premier League,ENG
Nigeria,15,MF,OBI Joel,OBI,FALSE,Torino FC,Serie A,ITA
Nigeria,16,GK,AKPEYI Daniel,AKPEYI,FALSE,Chippa United FC,ABSA Premiership,RSA
Nigeria,17,MF,ONAZI Ogenyi,ONAZI,FALSE,Trabzonspor,Süper Lig,TUR
Nigeria,18,FW,IWOBI Alex,IWOBI,TRUE,Arsenal FC,Premier League,ENG
Nigeria,19,MF,OGU John,OGU,FALSE,Hapoel Be'er Sheva FC,Israeli Premier League,ISR
Nigeria,20,DF,AWAZIEM Chidozie,AWAZIEM,FALSE,FC Nantes,Ligue 1,FRA
Nigeria,21,DF,EBUEHI Tyronne,EBUEHI,TRUE,ADO Den Haag,Eredivisie,NED
Nigeria,22,DF,OMERUO Kenneth,OMERUO,TRUE,Kasimpasa SK,Süper Lig,TUR
Nigeria,23,GK,UZOHO Francis,UZOHO,TRUE,Deportivo La Coruna,Primera Division,ESP
Panama,1,GK,PENEDO Jaime,PENEDO,TRUE,Dinamo Bucharest,Divizia A,ROU
Panama,2,DF,MURILLO Michael,MURILLO,TRUE,New York Red Bulls,Major League Soccer,USA
Panama,3,DF,CUMMINGS Harold,CUMMINGS,TRUE,San Jose Earthquakes,Major League Soccer,USA
Panama,4,DF,ESCOBAR Fidel,ESCOBAR,TRUE,New York Red Bulls,Major League Soccer,USA
Panama,5,DF,TORRES Roman,R. TORRES,TRUE,Seattle Sounders FC,Major League Soccer,USA
Panama,6,MF,GOMEZ Gabriel,GOMEZ,TRUE,Atletico Bucaramanga,Categoría Primera A,COL
Panama,7,FW,PEREZ Bias,PEREZ,TRUE,CSD Municipal,Liga Nacional,GUA
Panama,8,MF,BARCENAS Edgar,BARCENAS,TRUE,Cafetaleros de Tapachula,Liga de Ascenso,MEX
Panama,9,FW,TORRES Gabriel,G. TORRES,TRUE,CD Huachipato,Primera Division Nacional,CHI
Panama,10,FW,DIAZ Ismael,DIAZ,TRUE,Deportivo La Coruna,Primera Division,ESP
Panama,11,MF,COOPER Armando,COOPER,TRUE,Club Universidad de Chile,Primera Division Nacional,CHI
Panama,12,GK,CALDERON Jose,CALDERON,FALSE,Chorrillo FC,Liga Panameña de Fútbol,PAN
Panama,13,DF,MACHADO Adolfo,MACHADO,TRUE,Houston Dynamo,Major League Soccer,USA
Panama,14,MF,PIMENTEL Valentin,PIMENTEL,FALSE,Plaza Amador,Liga Panameña de Fútbol,PAN
Panama,15,DF,DAVIS Eric,DAVIS,TRUE,DAC Dunajska Streda,Liga Nacional,SVK
Panama,16,FW,ARROYO Abdiel,ARROYO,TRUE,LD Alajuelense,Primera Division,CRC
Panama,17,DF,OVALLE Luis,OVALLE,TRUE,CD Olimpia,Liga Nacional,HON
Panama,18,FW,TEJADA Luis,TEJADA,TRUE,Sport Boys,Torneo Descentralizado de Fútbol Profesional,PER
Panama,19,MF,QUINTERO Alberto,QUINTERO,TRUE,Universitario Lima,Torneo Descentralizado de Fútbol Profesional,PER
Panama,20,MF,GODOY Anibal,GODOY,TRUE,San Jose Earthquakes,Major League Soccer,USA
Panama,21,MF,RODRIGUEZ Jose Luis,J. RODRIGUEZ,TRUE,KAA Gent,First Division A,BEL
Panama,22,GK,RODRIGUEZ Alex,RODRIGUEZ,TRUE,San Francisco FC,Liga Panameña de Fútbol,PAN
Panama,23,DF,BALOY Felipe,BALOY,TRUE,CSD Municipal,Liga Nacional,GUA
Peru,1,GK,GALLESE Pedro,GALLESE,TRUE,CD Tiburones Rojos de Veracruz,Primera Division,MEX
Peru,2,DF,RODRIGUEZ Alberto,RODRIGUEZ,TRUE,Atletico Junior,Categoría Primera A,COL
Peru,3,DF,CORZO Aldo,CORZO,FALSE,Universitario Lima,Torneo Descentralizado de Fútbol Profesional,PER
Peru,4,DF,SANTAMARIA Anderson,SANTAMARIA,TRUE,Puebla FC,Primera Division,MEX
Peru,5,DF,ARAUJO Miguel,ARAUJO,FALSE,Alianza Lima,Torneo Descentralizado de Fútbol Profesional,PER
Peru,6,DF,TRAUCO Miguel,TRAUCO,TRUE,CR Flamengo,Serie A,BRA
Peru,7,MF,HURTADO Paolo,HURTADO,TRUE,Vitoria Guimaraes,Primeira Liga,POR
Peru,8,MF,CUEVA Christian,CUEVA,TRUE,Sao Paulo FC,Serie A,BRA
Peru,9,FW,GUERRERO Paolo,GUERRERO,TRUE,CR Flamengo,Serie A,BRA
Peru,10,FW,FARFAN Jefferson,FARFAN,TRUE,FC Lokomotiv Moscow,Premjer-Liga,RUS
Peru,11,FW,RUIDIAZ Raul,RUIDIAZ,TRUE,CA Monarcas Morelia,Primera Division,MEX
Peru,12,GK,CACEDA Carlos,CACEDA,FALSE,Deportivo Municipal,Torneo Descentralizado de Fútbol Profesional,PER
Peru,13,MF,TAPIA Renato,TAPIA,TRUE,Feyenoord Rotterdam,Eredivisie,NED
Peru,14,MF,POLO Andy,POLO,FALSE,Portland Timbers,Major League Soccer,USA
Peru,15,DF,RAMOS Christian,RAMOS,TRUE,CD Tiburones Rojos de Veracruz,Primera Division,MEX
Peru,16,MF,CARTAGENA Wilder,CARTAGENA,TRUE,CD Tiburones Rojos de Veracruz,Primera Division,MEX
Peru,17,DF,ADVINCULA Luis,ADVINCULA,TRUE,Lobos BUAP,Primera Division,MEX
Peru,18,FW,CARRILLO Andre,CARRILLO,TRUE,Watford FC,Premier League,ENG
Peru,19,MF,YOTUN Yoshimar,YOTUN,TRUE,Orlando City SC,Major League Soccer,USA
Peru,20,FW,FLORES Edison,FLORES,TRUE,Aalborg BK,Danish Superliga,DEN
Peru,21,GK,CARVALLO Jose,CARVALLO,FALSE,Universidad Tecnica de Cajamarca,Torneo Descentralizado de Fútbol Profesional,PER
Peru,22,DF,LOYOLA Nilson,LOYOLA,FALSE,FBC Melgar,Torneo Descentralizado de Fútbol Profesional,PER
Peru,23,MF,AQUINO Pedro,AQUINO,TRUE,Lobos BUAP,Primera Division,MEX
Poland,1,GK,SZCZESNY Wojciech,SZCZESNY,TRUE,Juventus FC,Serie A,ITA
Poland,2,DF,PAZDAN Michal,PAZDAN,TRUE,Legia Warsaw,Ekstraklasa,POL
Poland,3,DF,JEDRZEJCZYK Artur,JEDRZEJCZYK,TRUE,Legia Warsaw,Ekstraklasa,POL
Poland,4,DF,CIONEK Thiago,CIONEK,TRUE,SPAL Ferrara,Serie A,ITA
Poland,5,DF,BEDNAREK Jan,BEDNAREK,TRUE,Southampton FC,Premier League,ENG
Poland,6,MF,GORALSKI Jacek,GORALSKI,TRUE,PFC Ludogorets Razgrad,1. Division,BUL
Poland,7,FW,MILIK Arkadiusz,MILIK,TRUE,SSC Napoli,Serie A,ITA
Poland,8,MF,LINETTY Karol,LINETTY,FALSE,UC Sampdoria,Serie A,ITA
Senegal,6,MF,SANE Salif,S. SANÉ,TRUE,Hannover 96,Bundesliga,GER
Poland,10,MF,KRYCHOWIAK Grzegorz,KRYCHOWIAK,TRUE,West Bromwich Albion FC,Premier League,ENG
Poland,11,MF,GROSICKI Kamil,GROSICKI,TRUE,Hull City FC,Championship,ENG
Poland,12,GK,BIALKOWSKI Bartosz,BIALKOWSKI,FALSE,Ipswich Town FC,Championship,ENG
Poland,13,MF,RYBUS Maciej,RYBUS,TRUE,FC Lokomotiv Moscow,Premjer-Liga,RUS
Poland,14,FW,TEODORCZYK Lukasz,TEODORCZYK,TRUE,RSC Anderlecht,First Division A,BEL
Poland,15,DF,GLIK Kamil,GLIK,TRUE,AS Monaco,Ligue 1,FRA
Australia,7,FW,LECKIE Mathew,LECKIE,TRUE,Hertha BSC,Bundesliga,GER
Poland,17,MF,PESZKO Slawomir,PESZKO,TRUE,Lechia Gdansk,Ekstraklasa,POL
Poland,18,DF,BERESZYNSKI Bartosz,BERESZYNSKI,TRUE,UC Sampdoria,Serie A,ITA
Poland,19,MF,ZIELINSKI Piotr,ZIELINSKI,TRUE,SSC Napoli,Serie A,ITA
Germany,2,DF,PLATTENHARDT Marvin,PLATTENHARDT,TRUE,Hertha BSC,Bundesliga,GER
Poland,21,MF,KURZAWA Rafal,KURZAWA,TRUE,Gornik Zabrze,Ekstraklasa,POL
Poland,22,GK,FABIANSKI Lukasz,FABIANSKI,TRUE,Swansea City AFC,Premier League,WAL
Poland,23,FW,KOWNACKI Dawid,KOWNACKI,TRUE,UC Sampdoria,Serie A,ITA
Portugal,1,GK,RUI PATRICIO,RUI PATRICIO,TRUE,Sporting CP,Primeira Liga,POR
Portugal,2,DF,BRUNO ALVES,B. ALVES,FALSE,Rangers FC,Premier League,SCO
Portugal,3,DF,PE PE,PEPE,TRUE,Besiktas JK,Süper Lig,TUR
Portugal,4,MF,MANUEL FERNANDES,M. FERNANDES,FALSE,FC Lokomotiv Moscow,Premjer-Liga,RUS
Denmark,20,FW,POULSEN Yussuf Yurary,Y. Poulsen,TRUE,RB Leipzig,Bundesliga,GER
Portugal,6,DF,JOSE FONTE,José FONTE,TRUE,Dalian Yifang FC,Super League,CHN
Portugal,7,FW,CRISTIANO RONALDO,RONALDO,TRUE,Real Madrid CF,Primera Division,ESP
Portugal,8,MF,JOAO MOUTINHO,Joao MOUTINHO,TRUE,AS Monaco,Ligue 1,FRA
Portugal,9,FW,ANDRE SILVA,ANDRÉ SILVA,TRUE,AC Milan,Serie A,ITA
Portugal,10,MF,JOAO MARIO,Joao Mario,TRUE,West Ham United FC,Premier League,ENG
Portugal,11,MF,BERNARDO SILVA,BERNARDO,TRUE,Manchester City FC,Premier League,ENG
Portugal,12,GK,ANTHONY LOPES,LOPES,FALSE,Olympique Lyon,Ligue 1,FRA
Portugal,13,DF,RUBEN DIAS,RUBEN DIAS,FALSE,SL Benfica,Primeira Liga,POR
Portugal,14,MF,WILLIAM,WILLIAM,TRUE,Sporting CP,Primeira Liga,POR
Portugal,15,DF,RICARDO,RICARDO,FALSE,FC Porto,Primeira Liga,POR
Portugal,16,MF,BRUNO FERNANDES,Bruno FERNANDES,TRUE,Sporting CP,Primeira Liga,POR
Portugal,17,FW,GONCALO GUEDES,GONCALO GUEDES,TRUE,Valencia CF,Primera Division,ESP
Portugal,18,FW,GELSON MARTINS,GELSON Martins,TRUE,Sporting CP,Primeira Liga,POR
Portugal,19,DF,MARIO RUI,MARIO RUI,FALSE,SSC Napoli,Serie A,ITA
Portugal,20,FW,RICARDO QUARESMA,RICARDO QUARESMA,TRUE,Besiktas JK,Süper Lig,TUR
Portugal,21,DF,CEDRIC,CEDRIC,TRUE,Southampton FC,Premier League,ENG
Portugal,22,GK,BETO,BETO,FALSE,Goztepe SK,Süper Lig,TUR
Portugal,23,MF,ADRIEN SILVA,ADRIEN Silva,TRUE,Leicester City FC,Premier League,ENG
Russia,1,GK,AKINFEEV Igor,AKINFEEV,TRUE,CSKA Moscow,Premjer-Liga,RUS
Russia,2,DF,MARIO FERNANDES,Mario FERNANDES,TRUE,CSKA Moscow,Premjer-Liga,RUS
Russia,3,DF,KUTEPOV Ilya,KUTEPOV,TRUE,FC Spartak Moscow,Premjer-Liga,RUS
Russia,4,DF,IGNASHEVICH Sergey,IGNASHEVICH,TRUE,CSKA Moscow,Premjer-Liga,RUS
Russia,5,DF,SEMENOV Andrey,SEMENOV,FALSE,FC Akhmat Grozny,Premjer-Liga,RUS
Russia,6,MF,CHERYSHEV Denis,CHERYSHEV,TRUE,Villarreal CF,Primera Division,ESP
Russia,7,MF,KUZIAEV Daler,Kuzyaev,TRUE,FC Zenit St. Petersburg,Premjer-Liga,RUS
Russia,8,MF,GAZINSKY 1 ury,GAZINSKY,TRUE,FC Krasnodar,Premjer-Liga,RUS
Russia,9,MF,DZAGOEV Alan,DZAGOEV,TRUE,CSKA Moscow,Premjer-Liga,RUS
Russia,10,FW,SMOLOV Fedor,SMOLOV,TRUE,FC Krasnodar,Premjer-Liga,RUS
Russia,11,MF,ZOBNIN Roman,ZOBNIN,TRUE,FC Spartak Moscow,Premjer-Liga,RUS
Russia,12,GK,LUNEV Andrei,LUNEV,FALSE,FC Zenit St. Petersburg,Premjer-Liga,RUS
Russia,13,DF,KUDRIASHOV Fedor,Kudryashov,TRUE,FC Rubin Kazan,Premjer-Liga,RUS
Russia,14,DF,GRANAT Vladimir,GRANAT,FALSE,FC Rubin Kazan,Premjer-Liga,RUS
Russia,15,MF,MIRANCHUK Alexey,Al. MIRANCHUK,TRUE,FC Lokomotiv Moscow,Premjer-Liga,RUS
Russia,16,MF,MIRANCHUK Anton,MIRANCHUK AN.,FALSE,FC Lokomotiv Moscow,Premjer-Liga,RUS
Russia,17,MF,GOLOVIN Aleksandr,GOLOVIN,TRUE,CSKA Moscow,Premjer-Liga,RUS
Russia,18,MF,ZHIRKOV Yury,ZHIRKOV,TRUE,FC Zenit St. Petersburg,Premjer-Liga,RUS
Russia,19,MF,SAMEDOV Alexander,SAMEDOV,TRUE,FC Spartak Moscow,Premjer-Liga,RUS
Russia,20,GK,GABULOV Vladimir,GABULOV,FALSE,Club Brugge KV,First Division A,BEL
Russia,21,MF,EROKHIN Aleksandr,EROKHIN,FALSE,FC Zenit St. Petersburg,Premjer-Liga,RUS
Russia,22,FW,DZYUBA Artem,DZYUBA,TRUE,FC Arsenal Tula,Premjer-Liga,RUS
Russia,23,DF,SMOLNIKOVIgor,SMOLNIKOV,TRUE,FC Zenit St. Petersburg,Premjer-Liga,RUS
Saudi Arabia,1,GK,ABDULLAH ALMUAIOUF,Al-Mayouf,TRUE,Al Hilal SFC,Saudi Professional League,KSA
Saudi Arabia,2,DF,MANSOUR ALHARBI,MANSOUR,FALSE,Al Ahli SC,Saudi Professional League,KSA
Saudi Arabia,3,DF,OSAMA HAWSAWI,Os. Hawsawi,TRUE,Al Hilal SFC,Saudi Professional League,KSA
Saudi Arabia,4,DF,ALI ALBULAYHI,Al-Bulaihi,TRUE,Al Hilal SFC,Saudi Professional League,KSA
Saudi Arabia,5,DF,OMAR OTHMAN,OTHMAN,TRUE,Al Nassr FC,Saudi Professional League,KSA
Saudi Arabia,6,DF,MOHAMMED ALBURAYK,ALBURAYK,TRUE,Al Hilal SFC,Saudi Professional League,KSA
Saudi Arabia,7,MF,SALMAN ALFARAJ,Al-Faraj,TRUE,Al Hilal SFC,Saudi Professional League,KSA
Saudi Arabia,8,MF,YAHIA ALSHEHRI,Al-Shehri,TRUE,CD Leganes,Primera Division,ESP
Saudi Arabia,9,MF,hatan bahbir,Bahebri,TRUE,Al Shabab FC,Saudi Professional League,KSA
Saudi Arabia,10,FW,MOHAMMED ALSAHLAWI,AL-SAHLAWI,TRUE,Al Nassr FC,Saudi Professional League,KSA
Saudi Arabia,11,MF,ABDULMALEK ALKHAIBRI,ABDULMALEK,FALSE,Al Hilal SFC,Saudi Professional League,KSA
Saudi Arabia,12,MF,MOHAMED KANNO,KANNO,TRUE,Al Hilal SFC,Saudi Professional League,KSA
Saudi Arabia,13,DF,YASIR ALSHAHRANI,Al-Shahrani,TRUE,Al Hilal SFC,Saudi Professional League,KSA
Saudi Arabia,14,MF,ABDULLAH OTAYF,OTAYF,TRUE,Al Hilal SFC,Saudi Professional League,KSA
Saudi Arabia,15,MF,ABDULLAH ALKHAIBARI,ALKHAIBARI,FALSE,Al Shabab FC,Saudi Professional League,KSA
Saudi Arabia,16,MF,HUSSAIN ALMOQAHWI,Al-Mogahwi,TRUE,Al Ahli SC,Saudi Professional League,KSA
Saudi Arabia,17,MF,TAISEER ALJASSAM,Al-Jassim,TRUE,Al Ahli SC,Saudi Professional League,KSA
Saudi Arabia,18,MF,SALEM ALDAWSARI,Al-Dawsari,TRUE,Villarreal CF,Primera Division,ESP
Saudi Arabia,19,FW,fahad almuwallad,AL-Muwallad,TRUE,Levante UD,Primera Division,ESP
Saudi Arabia,20,FW,MUHANNAD ASIRI,MUHANNAD,TRUE,Al Ahli SC,Saudi Professional League,KSA
Saudi Arabia,21,GK,YASSER ALMOSAILEM,ALMOSAILEM,FALSE,Al Ahli SC,Saudi Professional League,KSA
Saudi Arabia,22,GK,MOHAMMED ALOWAIS,ALOWAIS,FALSE,Al Ahli SC,Saudi Professional League,KSA
Saudi Arabia,23,DF,MOTAZ HAWSAWI,M. Hawsawi,TRUE,Al Ahli SC,Saudi Professional League,KSA
Senegal,3,DF,KOULIBALY Kalidou,KOULIBALY,TRUE,SSC Napoli,Serie A,ITA
Germany,9,FW,WERNER Timo,Ti. WERNER,TRUE,RB Leipzig,Bundesliga,GER
Senegal,8,MF,KOUYATE Cheikhou,KOUYATÉ,TRUE,West Ham United FC,Premier League,ENG
